log_id,customer_key,log_date,topic,category,description,sentiment,channel,priority,resolution_date,agent_key
241,13412,2023-02-03,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,App,Hoch,2023-02-08,31
242,3699,2024-06-18,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Chat,Hoch,2024-06-20,44
243,7821,2023-11-24,Wallbox,E-Mobility,Wallbox defekt,Negativ,App,Hoch,2023-11-26,146
244,1258,2023-10-06,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Mittel,2023-10-09,17
245,16053,2024-09-14,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Hoch,2024-09-20,90
246,14939,2025-01-11,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Telefon,Kritisch,2025-01-14,73
247,2621,2023-09-26,Rechnung,Abrechnung,Abschlag anpassen,Neutral,App,Mittel,2023-10-08,35
248,13221,2025-01-18,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Hoch,2025-01-20,174
249,3078,2024-05-17,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Hoch,2024-05-19,107
250,4159,2025-06-11,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Hoch,2025-06-11,145
251,19307,2024-07-21,Tarif,Vertrag,Vertragsverlängerung,Positiv,Chat,Mittel,2024-07-25,81
252,3822,2023-01-07,Rechnung,Abrechnung,Zahlungsplan angefragt,Positiv,Telefon,Niedrig,2023-01-14,49
253,13273,2024-06-24,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Mittel,2024-07-05,66
254,5316,2023-06-18,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Kritisch,2023-06-24,25
255,2755,2023-01-16,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,App,Niedrig,2023-01-19,181
256,4332,2023-03-12,Solar,Technisch,Wechselrichter Fehler,Positiv,Chat,Mittel,2023-03-24,188
257,12324,2024-01-18,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Chat,Mittel,2024-01-25,166
258,4550,2025-05-10,Allgemein,Service,Lob,Positiv,Email,Niedrig,2025-05-21,45
259,18076,2025-02-28,Solar,Technisch,Solaranlage Ertrag niedrig,Negativ,Email,Mittel,2025-03-07,143
260,5623,2024-10-22,Tarif,Vertrag,Kündigung,Neutral,App,Hoch,2024-10-27,60
261,3422,2024-03-28,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Mittel,2024-04-07,193
262,15528,2023-08-12,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,App,Mittel,2023-08-21,92
263,17032,2025-03-30,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Chat,Hoch,2025-04-02,122
264,17974,2023-09-25,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Chat,Niedrig,2023-09-29,191
265,16028,2024-12-25,Allgemein,Service,Informationsanfrage,Negativ,Telefon,Mittel,2024-12-31,90
266,7028,2024-05-26,Wallbox,E-Mobility,App-Verbindung unterbrochen,Positiv,Email,Hoch,2024-05-29,52
267,1475,2025-02-13,Wallbox,E-Mobility,App-Verbindung unterbrochen,Positiv,Telefon,Mittel,2025-02-18,189
268,16046,2023-12-16,Rechnung,Abrechnung,Rechnungsfrage,Negativ,App,Mittel,2023-12-21,196
269,19997,2023-08-27,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Mittel,2023-09-06,124
270,3382,2024-12-16,Allgemein,Service,Kontaktdaten ändern,Neutral,App,Hoch,2024-12-17,29
271,423,2024-10-22,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Mittel,2024-10-22,200
272,10927,2024-11-01,Allgemein,Service,Kontaktdaten ändern,Positiv,Telefon,Niedrig,2024-11-03,131
273,8442,2024-04-03,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Niedrig,2024-04-15,164
274,10819,2024-08-23,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,App,Mittel,2024-09-01,127
275,16580,2024-11-15,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Email,Hoch,2024-11-22,128
276,17408,2025-01-02,Tarif,Vertrag,Tarifwechsel angefragt,Positiv,Email,Mittel,2025-01-04,84
277,3450,2023-08-14,Tarif,Vertrag,Preisgarantie Frage,Neutral,Email,Niedrig,2023-08-15,165
278,12575,2024-12-15,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Telefon,Hoch,2024-12-21,171
279,12333,2024-08-26,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,App,Niedrig,2024-08-28,185
280,16158,2024-08-01,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Negativ,Email,Kritisch,2024-08-02,62
281,5713,2024-12-05,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,App,Mittel,2024-12-18,59
282,6383,2024-10-05,Solar,Technisch,Wechselrichter Fehler,Neutral,App,Mittel,2024-10-11,1
283,12897,2025-03-07,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Mittel,2025-03-18,76
284,8179,2024-05-18,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,Telefon,Hoch,2024-05-23,162
285,2135,2024-03-25,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Hoch,2024-03-28,187
286,3448,2024-02-26,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Niedrig,2024-03-06,52
287,17891,2023-01-11,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,App,Hoch,2023-01-15,75
288,18938,2025-04-10,Solar,Technisch,Solaranlage produziert nicht,Negativ,App,Hoch,2025-04-10,198
289,19001,2024-11-10,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Email,Kritisch,2024-11-13,61
290,12698,2024-10-07,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,Chat,Mittel,2024-10-15,171
291,1090,2023-03-27,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Telefon,Kritisch,2023-03-29,167
292,2500,2024-07-14,Solar,Technisch,Solaranlage produziert nicht,Negativ,Email,Mittel,2024-07-27,39
293,15097,2023-12-29,Allgemein,Service,Beschwerde,Negativ,Email,Hoch,2023-12-31,50
294,19765,2023-09-15,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Mittel,2023-09-21,68
295,1472,2024-09-13,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Email,Niedrig,2024-09-22,185
296,2434,2023-09-24,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Mittel,2023-10-05,153
297,8705,2023-05-19,Tarif,Vertrag,Kündigung,Neutral,Telefon,Hoch,2023-05-26,69
298,2280,2025-02-13,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Hoch,2025-02-20,84
299,356,2024-09-09,Tarif,Vertrag,Umzug melden,Neutral,Email,Niedrig,2024-09-20,18
300,11403,2025-01-26,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Email,Mittel,2025-01-31,183
301,16833,2023-02-14,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Email,Mittel,2023-02-15,157
302,4463,2023-11-20,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Telefon,Niedrig,2023-12-01,145
303,19173,2024-09-23,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Positiv,Chat,Niedrig,2024-10-03,10
304,16189,2025-06-17,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Telefon,Mittel,2025-06-19,3
305,16161,2023-03-30,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Telefon,Hoch,2023-03-31,99
306,6300,2024-07-02,Allgemein,Service,Allgemeine Anfrage,Positiv,Chat,Mittel,2024-07-12,29
307,1432,2023-04-20,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,App,Hoch,2023-04-27,67
308,5509,2024-02-29,Solar,Technisch,Wechselrichter Fehler,Negativ,Chat,Niedrig,2024-03-06,90
309,10062,2023-05-28,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Kritisch,2023-06-02,126
310,19128,2024-10-30,Tarif,Vertrag,Kündigung,Neutral,Chat,Mittel,2024-10-30,145
311,15092,2024-02-13,Solar,Technisch,Solaranlage produziert nicht,Negativ,Email,Niedrig,2024-02-15,97
312,1618,2024-09-30,Rechnung,Abrechnung,Zahlungsplan angefragt,Negativ,App,Mittel,2024-10-01,46
313,307,2024-11-25,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Negativ,Email,Mittel,2024-12-03,121
314,8277,2025-05-03,Smart Meter,Installation,Smart Meter zeigt keine Daten,Negativ,Chat,Mittel,2025-05-14,64
315,17639,2023-02-04,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Hoch,2023-02-10,136
316,4228,2024-06-22,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Chat,Hoch,2024-06-22,192
317,6656,2024-10-12,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Mittel,2024-10-21,104
318,11042,2023-01-20,Wallbox,E-Mobility,Wallbox Installation angefragt,Negativ,Email,Niedrig,2023-01-30,25
319,9556,2024-08-05,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Email,Kritisch,2024-08-09,15
320,15547,2024-02-01,Allgemein,Service,Allgemeine Anfrage,Neutral,Telefon,Niedrig,2024-02-15,176
321,11043,2024-05-25,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Email,Mittel,2024-05-26,20
322,5478,2024-03-04,Tarif,Vertrag,Vertragsverlängerung,Positiv,Email,Niedrig,2024-03-13,68
323,8156,2024-08-01,Rechnung,Abrechnung,Abschlag anpassen,Positiv,Telefon,Mittel,2024-08-05,176
324,18087,2023-07-16,Allgemein,Service,Beschwerde,Negativ,Telefon,Mittel,2023-07-23,190
325,19758,2024-08-08,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Telefon,Mittel,2024-08-19,13
326,11904,2023-02-06,Wallbox,E-Mobility,App-Verbindung unterbrochen,Negativ,Email,Mittel,2023-02-09,86
327,14365,2023-05-21,Tarif,Vertrag,Umzug melden,Positiv,Telefon,Mittel,2023-05-31,51
328,15221,2023-04-15,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Chat,Hoch,2023-04-21,144
329,6556,2024-01-17,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Hoch,2024-01-19,29
330,5381,2025-04-19,Solar,Technisch,Wechselrichter Fehler,Positiv,Email,Niedrig,2025-05-02,3
331,2265,2023-06-11,Solar,Technisch,Monitoring nicht verfügbar,Negativ,App,Mittel,2023-06-20,67
332,8194,2025-01-07,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Hoch,2025-01-09,200
333,9724,2023-03-16,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,App,Mittel,2023-03-22,138
334,6782,2023-08-24,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,Email,Mittel,2023-08-28,11
335,9301,2024-06-15,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Mittel,2024-06-24,95
336,3701,2023-04-28,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Telefon,Mittel,2023-05-01,141
337,5373,2024-05-05,Allgemein,Service,Informationsanfrage,Neutral,Email,Kritisch,2024-05-09,73
338,332,2024-01-05,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Chat,Mittel,2024-01-11,117
339,6365,2025-02-08,Solar,Technisch,Solaranlage produziert nicht,Negativ,App,Mittel,2025-02-17,192
340,10630,2024-03-31,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Chat,Hoch,2024-04-07,182
341,640,2024-06-22,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Hoch,2024-06-23,22
342,13965,2024-08-01,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,App,Niedrig,2024-08-15,9
343,4684,2025-02-14,Solar,Technisch,Wechselrichter Fehler,Positiv,App,Mittel,2025-02-26,96
344,11218,2025-03-27,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Mittel,2025-04-03,193
345,5325,2023-07-07,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Kritisch,2023-07-10,138
346,17156,2024-08-26,Allgemein,Service,Allgemeine Anfrage,Positiv,App,Niedrig,2024-08-28,56
347,8281,2024-05-23,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Chat,Niedrig,2024-05-30,79
348,2826,2024-06-14,Solar,Technisch,Wechselrichter Fehler,Neutral,App,Niedrig,2024-06-22,181
349,246,2025-03-05,Solar,Technisch,Solaranlage produziert nicht,Negativ,Telefon,Hoch,2025-03-07,46
350,9047,2023-04-02,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Hoch,2023-04-05,130
351,11120,2024-04-21,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Mittel,2024-04-22,159
352,18793,2023-03-01,Allgemein,Service,Lob,Positiv,Email,Niedrig,2023-03-02,3
353,548,2024-12-11,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2024-12-18,187
354,13680,2025-04-24,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Mittel,2025-05-04,97
355,18447,2023-04-24,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,Telefon,Hoch,2023-04-27,172
356,11583,2024-01-30,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Mittel,2024-02-07,178
357,2953,2024-05-07,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Telefon,Mittel,2024-05-08,15
358,769,2023-03-14,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Mittel,2023-03-22,54
359,9188,2024-07-12,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Positiv,Chat,Mittel,2024-07-13,164
360,11350,2023-05-15,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Email,Mittel,2023-05-22,143
361,11903,2024-09-07,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Kritisch,2024-09-11,85
362,5092,2024-09-10,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Email,Mittel,2024-09-14,101
363,13672,2025-04-30,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Hoch,2025-05-02,70
364,4899,2024-10-10,Tarif,Vertrag,Preisgarantie Frage,Positiv,App,Mittel,2024-10-24,160
365,4068,2023-08-25,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Mittel,2023-09-06,111
366,18780,2023-06-13,Tarif,Vertrag,Kündigung,Positiv,App,Mittel,2023-06-27,146
367,9494,2024-03-15,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Telefon,Hoch,2024-03-19,50
368,18310,2025-06-25,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Email,Niedrig,2025-07-05,3
369,13182,2024-07-29,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,App,Kritisch,2024-08-02,26
370,13995,2024-04-19,Tarif,Vertrag,Preisgarantie Frage,Neutral,Chat,Niedrig,2024-05-02,58
371,8967,2025-06-19,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,App,Niedrig,2025-06-26,81
372,15076,2024-12-15,Allgemein,Service,Allgemeine Anfrage,Negativ,Telefon,Mittel,2024-12-18,194
373,13537,2024-04-24,Allgemein,Service,Informationsanfrage,Neutral,Email,Mittel,2024-05-05,152
374,10815,2025-04-24,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Mittel,2025-05-04,170
375,8805,2024-05-10,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Hoch,2024-05-12,68
376,6317,2024-10-10,Allgemein,Service,Beschwerde,Negativ,Chat,Mittel,2024-10-22,24
377,12271,2024-09-10,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Telefon,Hoch,2024-09-12,116
378,3824,2024-04-15,Allgemein,Service,Beschwerde,Negativ,Email,Hoch,2024-04-16,31
379,837,2025-05-07,Allgemein,Service,Beschwerde,Negativ,Email,Kritisch,2025-05-13,132
380,13567,2023-07-16,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Telefon,Niedrig,2023-07-20,157
381,16854,2023-12-25,Tarif,Vertrag,Umzug melden,Neutral,Email,Mittel,2024-01-02,139
382,1898,2025-03-22,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2025-04-01,127
383,18,2024-03-26,Tarif,Vertrag,Preisgarantie Frage,Neutral,Telefon,Mittel,2024-04-02,28
384,15226,2024-03-26,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Hoch,2024-03-29,117
385,15342,2024-03-31,Rechnung,Abrechnung,Abschlag anpassen,Positiv,Email,Mittel,2024-04-06,179
386,12252,2023-08-23,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Telefon,Niedrig,2023-08-26,36
387,12636,2024-06-28,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Positiv,Email,Mittel,2024-07-12,179
388,3545,2024-12-20,Tarif,Vertrag,Kündigung,Neutral,Chat,Mittel,2024-12-25,117
389,8003,2023-02-12,Tarif,Vertrag,Vertragsverlängerung,Neutral,App,Mittel,2023-02-24,185
390,9084,2025-06-23,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Kritisch,2025-06-26,27
391,8557,2023-09-15,Solar,Technisch,Wechselrichter Fehler,Neutral,App,Niedrig,2023-09-29,197
392,10480,2025-03-13,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Hoch,2025-03-19,63
393,6693,2023-05-12,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Chat,Niedrig,2023-05-12,51
394,1686,2023-06-21,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Email,Niedrig,2023-07-01,123
395,4634,2024-12-02,Speicher,Technisch,Kapazität gesunken,Neutral,App,Hoch,2024-12-05,82
396,502,2023-07-28,Allgemein,Service,Informationsanfrage,Negativ,App,Niedrig,2023-07-31,30
397,12367,2023-10-08,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Telefon,Mittel,2023-10-22,124
398,4618,2024-06-04,Speicher,Technisch,Kapazität gesunken,Positiv,Chat,Mittel,2024-06-05,54
399,14704,2023-12-18,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Kritisch,2023-12-25,79
400,19578,2023-01-28,Solar,Technisch,Solaranlage produziert nicht,Negativ,App,Mittel,2023-02-11,152
401,6483,2023-11-12,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Telefon,Hoch,2023-11-12,82
402,19246,2024-01-16,Speicher,Technisch,Kapazität gesunken,Positiv,Chat,Niedrig,2024-01-28,138
403,13699,2024-10-13,Allgemein,Service,Kontaktdaten ändern,Neutral,Email,Kritisch,2024-10-13,93
404,19550,2025-04-23,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Mittel,2025-04-29,86
405,11919,2023-02-20,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Email,Mittel,2023-02-22,42
406,2452,2025-02-26,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Chat,Hoch,2025-02-26,129
407,17001,2023-04-05,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,App,Hoch,2023-04-05,100
408,2139,2024-10-17,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Negativ,Telefon,Hoch,2024-10-18,65
409,2077,2023-07-18,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Kritisch,2023-07-25,11
410,1691,2025-06-10,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Kritisch,2025-06-10,4
411,9606,2023-03-31,Allgemein,Service,Informationsanfrage,Neutral,Chat,Hoch,2023-04-05,58
412,12511,2024-03-29,Solar,Technisch,Wechselrichter Fehler,Negativ,Telefon,Mittel,2024-03-29,162
413,1676,2023-10-20,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Telefon,Hoch,2023-10-27,46
414,15245,2024-05-26,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Email,Niedrig,2024-06-07,189
415,9614,2025-06-03,Wallbox,E-Mobility,Wallbox Installation angefragt,Negativ,App,Niedrig,2025-06-07,64
416,18484,2023-02-16,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,Chat,Niedrig,2023-02-16,153
417,15430,2024-03-07,Allgemein,Service,Beschwerde,Negativ,Telefon,Kritisch,2024-03-07,119
418,17526,2023-12-26,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Telefon,Niedrig,2023-12-30,150
419,8568,2023-04-30,Allgemein,Service,Informationsanfrage,Neutral,Email,Mittel,2023-05-03,104
420,15539,2023-12-31,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,App,Niedrig,2024-01-07,128
421,13884,2025-03-17,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,App,Niedrig,2025-03-27,148
422,6812,2025-04-28,Allgemein,Service,Kontaktdaten ändern,Negativ,Chat,Hoch,2025-04-29,44
423,7048,2025-01-08,Allgemein,Service,Informationsanfrage,Neutral,Chat,Hoch,2025-01-10,127
424,2274,2025-06-10,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Telefon,Mittel,2025-06-19,84
425,18530,2024-05-06,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Hoch,2024-05-12,143
426,14929,2023-06-17,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Kritisch,2023-06-22,93
427,8782,2023-02-13,Tarif,Vertrag,Kündigung,Neutral,App,Kritisch,2023-02-14,113
428,3515,2024-03-09,Rechnung,Abrechnung,Abschlag zu hoch,Positiv,App,Mittel,2024-03-13,92
429,4692,2023-12-23,Allgemein,Service,Lob,Positiv,App,Niedrig,2023-12-31,1
430,42,2024-10-26,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Telefon,Niedrig,2024-10-31,52
431,16754,2024-06-03,Tarif,Vertrag,Vertragsverlängerung,Neutral,App,Hoch,2024-06-04,98
432,18108,2023-04-14,Allgemein,Service,Beschwerde,Negativ,Chat,Mittel,2023-04-14,25
433,10212,2023-09-30,Allgemein,Service,Allgemeine Anfrage,Neutral,Telefon,Mittel,2023-10-06,48
434,3450,2024-09-19,Tarif,Vertrag,Kündigung,Neutral,App,Niedrig,2024-09-20,96
435,886,2023-07-23,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Mittel,2023-07-24,28
436,18708,2023-11-10,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Hoch,2023-11-14,158
437,10846,2023-07-28,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Telefon,Mittel,2023-08-10,1
438,18082,2025-05-17,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Niedrig,2025-05-23,144
439,15108,2024-12-15,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Mittel,2024-12-15,99
440,3296,2025-02-14,Wallbox,E-Mobility,App-Verbindung unterbrochen,Positiv,Telefon,Mittel,2025-02-16,19
441,3106,2025-04-12,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Niedrig,2025-04-17,136
442,4933,2024-12-12,Solar,Technisch,Einspeisevergütung Frage,Neutral,Email,Hoch,2024-12-16,85
443,16003,2025-06-18,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Kritisch,2025-06-19,176
444,6539,2023-03-19,Wärmepumpe,Technisch,Wartung angefragt,Neutral,App,Hoch,2023-03-25,108
445,7142,2023-07-16,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Mittel,2023-07-29,177
446,16403,2025-05-02,Solar,Technisch,Wechselrichter Fehler,Positiv,Telefon,Mittel,2025-05-14,105
447,3752,2023-02-09,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Hoch,2023-02-12,151
448,5552,2024-12-14,Solar,Technisch,Einspeisevergütung Frage,Neutral,Telefon,Mittel,2024-12-26,17
449,10260,2023-07-06,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Email,Kritisch,2023-07-06,187
450,11385,2025-03-07,Wallbox,E-Mobility,Wallbox Installation angefragt,Negativ,App,Mittel,2025-03-07,97
451,5194,2023-02-10,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Kritisch,2023-02-17,172
452,10355,2024-11-02,Allgemein,Service,Beschwerde,Negativ,Email,Hoch,2024-11-08,56
453,17794,2024-03-06,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Kritisch,2024-03-07,95
454,1557,2023-07-06,Allgemein,Service,Beschwerde,Negativ,Chat,Hoch,2023-07-12,168
455,14665,2025-04-07,Wallbox,E-Mobility,App-Verbindung unterbrochen,Negativ,App,Hoch,2025-04-07,92
456,115,2023-10-28,Speicher,Technisch,Kapazität gesunken,Negativ,Chat,Hoch,2023-10-31,174
457,10175,2024-05-08,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Positiv,Chat,Mittel,2024-05-17,129
458,2151,2025-04-06,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Mittel,2025-04-13,134
459,16663,2024-07-17,Allgemein,Service,Allgemeine Anfrage,Neutral,Email,Mittel,2024-07-24,163
460,10947,2023-02-16,Rechnung,Abrechnung,Abschlag zu hoch,Positiv,Telefon,Hoch,2023-02-21,188
461,11130,2024-07-24,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Positiv,App,Niedrig,2024-07-30,120
462,9689,2025-02-09,Solar,Technisch,Solaranlage Ertrag niedrig,Negativ,App,Hoch,2025-02-16,25
463,6219,2025-02-15,Allgemein,Service,Lob,Positiv,Email,Niedrig,2025-02-24,195
464,7109,2023-04-28,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Niedrig,2023-04-29,104
465,8693,2025-06-01,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,App,Mittel,2025-06-11,53
